row,model,vin,image_path,confidence,engine_code,transmission_code
261,起亚 福瑞迪 2011款 1.6L AT Premium,LJDGAA227A0154320,data/qxb-photos/row-0261_起亚_起亚 福瑞迪 2011款 1.6L AT Premium/17_a13f47ba31.jpg,album_ocr:very_high:gray:rot0,,
262,丰田 凯美瑞 2007款 240G 豪华版,LVGBE40K78G203227,data/qxb-photos/row-0262_丰田_丰田 凯美瑞 2007款 240G 豪华版/16_56a67bc48e.jpg,album_ocr:very_high:gray:rot0,,
264,起亚 狮跑 2007款 2.0L 自动两驱版GL 国III,LJDFAA14480033673,data/qxb-photos/row-0264_起亚_起亚 狮跑 2007款 2.0L 自动两驱版GL 国III/16_2bdda96de8.jpg,album_ocr:very_high:gray:rot0,,
265,日产 天籁 2009款 公爵 2.5L XV VIP尊享版,LGBF1DE039R180731,data/qxb-photos/row-0265_日产_日产 天籁 2009款 公爵 2.5L XV VIP尊享版/16_e469f7b8ac.jpg,album_ocr:very_high:gray:rot0,,
266,现代 途胜 2009款 2.0L 自动两驱天窗型,CEDRRPCEAWAE06BHE,data/qxb-photos/row-0266_现代_现代 途胜 2009款 2.0L 自动两驱天窗型/16_12e02835fa.jpg,album_ocr:review:contrast:rot90,,
268,日产 轩逸 2012款 经典 1.6XE 自动舒适版,LGBH12E03GY425849,data/qxb-photos/row-0268_日产_日产 轩逸 2012款 经典 1.6XE 自动舒适版/16_481a4024c9.jpg,album_ocr:very_high:gray:rot0,,
269,本田 雅阁 2008款 2.4L EX,LHGCP267288033738,data/qxb-photos/row-0269_本田_本田 雅阁 2008款 2.4L EX/16_d7a15a8d2d.jpg,album_ocr:very_high:gray:rot0,,
270,丰田 凯美瑞 2009款 200G 豪华版,LVGBH40K8AG386022,data/qxb-photos/row-0270_丰田_丰田 凯美瑞 2009款 200G 豪华版/16_5c2b021a5c.jpg,album_ocr:very_high:gray:rot0,,
271,铃木 天语 尚悦 2011款 1.6L 自动舒适型,LS5A2ADE2BB007417,data/qxb-photos/row-0271_铃木_铃木 天语 尚悦 2011款 1.6L 自动舒适型/16_f94a9be249.jpg,album_ocr:very_high:gray:rot0,,
273,日产 日产帕拉丁 2013款 2.4L 四驱标准型 国IV,LJNMEWAG1BN096383,data/qxb-photos/row-0273_日产_日产 日产帕拉丁 2013款 2.4L 四驱标准型 国IV/16_405115c687.jpg,album_ocr:very_high:gray:rot0,,
274,丰田 皇冠 2006款 2.5L Royal 真皮版,LFMBE85B770057712,data/qxb-photos/row-0274_丰田_丰田 皇冠 2006款 2.5L Royal 真皮版/16_875e86f0c1.jpg,album_ocr:very_high:gray:rot0,,
275,本田 本田CR-V 2010款 2.4L 自动四驱豪华版,LVHRE4875A5058460,data/qxb-photos/row-0275_本田_本田 本田CR-V 2010款 2.4L 自动四驱豪华版/16_66dafd560b.jpg,album_ocr:very_high:gray:rot0,,
276,丰田 皇冠 2006款 2.5L Royal 真皮版,LFMBE85B570058325,data/qxb-photos/row-0276_丰田_丰田 皇冠 2006款 2.5L Royal 真皮版/16_3e15491219.jpg,album_ocr:very_high:gray:rot0,,
277,奔驰 奔驰R级 2009款 R 300 L 商务型,WDCCB54EX8A097251,data/qxb-photos/row-0277_奔驰_奔驰 奔驰R级 2009款 R 300 L 商务型/16_30ab7164f3.jpg,album_ocr:very_high:gray:rot0,,
278,本田 雅阁 2004款 2.4L,LHGCM566532013920,data/qxb-photos/row-0278_本田_本田 雅阁 2004款 2.4L/16_8e4ae3e283.jpg,album_ocr:very_high:gray:rot0,,
279,日产 轩逸 2009款 2.0XL CVT豪华天窗版,LGBH1AE02AY122160,data/qxb-photos/row-0279_日产_日产 轩逸 2009款 2.0XL CVT豪华天窗版/16_fb8cbe63ab.jpg,album_ocr:high:contrast:rot0,,
283,日产 骐达TIIDA 2011款 1.6L CVT智能型,Y10969399100904HF,data/qxb-photos/row-0283_日产_日产 骐达TIIDA 2011款 1.6L CVT智能型/16_74238eb6f0.jpg,album_ocr:high:contrast:rot270,,
285,现代 胜达 2013款 2.4L 手动两驱舒适型,EVGEERRYSUCYBHEEY,data/qxb-photos/row-0285_现代_现代 胜达 2013款 2.4L 手动两驱舒适型/18_9c7666e4b1.jpg,album_ocr:high:gray:rot270,,
286,现代 瑞纳 2010款 三厢 1.4L 自动BLUE型,LBERCADC8AX009544,data/qxb-photos/row-0286_现代_现代 瑞纳 2010款 三厢 1.4L 自动BLUE型/16_a8a51d4cd4.jpg,album_ocr:very_high:gray:rot0,,
288,起亚 狮跑 2009款 2.0L 自动两驱版GLS,LJDFAA145A0092706,data/qxb-photos/row-0288_起亚_起亚 狮跑 2009款 2.0L 自动两驱版GLS/16_144dbaf1d5.jpg,album_ocr:very_high:contrast:rot0,,
289,起亚 索兰托 2009款 2.4L 舒适版,KNAKU8118C5226603,data/qxb-photos/row-0289_起亚_起亚 索兰托 2009款 2.4L 舒适版/16_644c0404a5.jpg,album_ocr:very_high:gray:rot0,,
291,现代 悦动 2011款 1.6L 自动顶级型,LBEHDAFB4CY809557,data/qxb-photos/row-0291_现代_现代 悦动 2011款 1.6L 自动顶级型/16_48b20f210b.jpg,album_ocr:very_high:gray:rot0,,
292,日产 逍客 2008款 20X雷 CVT 2WD,LGBL2AE019Y027401,data/qxb-photos/row-0292_日产_日产 逍客 2008款 20X雷 CVT 2WD/16_7d66d57e0a.jpg,album_ocr:very_high:gray:rot0,,
293,现代 北京现代ix35 2010款 2.0L 自动两驱精英版GLS,LBELMBKC4BY078545,data/qxb-photos/row-0293_现代_现代 北京现代ix35 2010款 2.0L 自动两驱精英版GLS/16_da541b8396.jpg,album_ocr:very_high:gray:rot0,,
295,日产 颐达 2006款 1.6J MT,LGBG12E297Y045329,data/qxb-photos/row-0295_日产_日产 颐达 2006款 1.6J MT/16_85ce78782f.jpg,album_ocr:very_high:gray:rot0,,
296,铃木 天语 SX4 2009款 两厢 1.6L 自动运动型,LS5A3ADE3AB011360,data/qxb-photos/row-0296_铃木_铃木 天语 SX4 2009款 两厢 1.6L 自动运动型/16_18c97722d6.jpg,album_ocr:very_high:gray:rot0,,
302,丰田 雷凌 2017款 改款双擎 1.8H GS E-CVT精英天窗版 国V,LVGBY80E7HG057906,data/qxb-photos/row-0302_丰田_丰田 雷凌 2017款 改款双擎 1.8H GS E-CVT精英天窗版 国V/16_bd68371807.jpg,album_ocr:very_high:gray:rot0,,
303,日产 轩逸 2009款 1.6XE 自动舒适版,LGBH12E08BY222934,data/qxb-photos/row-0303_日产_日产 轩逸 2009款 1.6XE 自动舒适版/16_9ab69de644.jpg,album_ocr:very_high:gray:rot0,,
304,铃木 天语 SX4 2009款 两厢 1.6L 手动时尚型,LS5A3ABE29B026950,data/qxb-photos/row-0304_铃木_铃木 天语 SX4 2009款 两厢 1.6L 手动时尚型/16_d8fc525a51.jpg,album_ocr:very_high:gray:rot0,,
305,现代 索纳塔 2011款 2.0L 自动领先版,LBEYFAKB3CY096084,data/qxb-photos/row-0305_现代_现代 索纳塔 2011款 2.0L 自动领先版/16_266b1292a5.jpg,album_ocr:very_high:gray:rot0,,
306,现代 悦动 2008款 1.6L AT GLS,LBEHDAFB59Y130406,data/qxb-photos/row-0306_现代_现代 悦动 2008款 1.6L AT GLS/16_b8e2ae89a5.jpg,album_ocr:very_high:gray:rot0,,
307,本田 歌诗图 2012款 2.4L 尊享版,LHGTF3855D8043811,data/qxb-photos/row-0307_本田_本田 歌诗图 2012款 2.4L 尊享版/16_224020c980.jpg,album_ocr:very_high:gray:rot0,,
308,奔驰 奔驰C级 2013款 C 180 CGI 经典型,LE4GF4KB1DL237808,data/qxb-photos/row-0308_奔驰_奔驰 奔驰C级 2013款 C 180 CGI 经典型/16_0dbb647aae.jpg,album_ocr:very_high:gray:rot0,,
309,现代 途胜 2006款 2.0L 自动两驱舒适型,LBEJMBKB87X066457,data/qxb-photos/row-0309_现代_现代 途胜 2006款 2.0L 自动两驱舒适型/16_5d8678e35c.jpg,album_ocr:very_high:gray:rot0,,
310,日产 日产帕拉丁 2006款 2.4L 两驱标准型,LJNMEW1G75N014242,data/qxb-photos/row-0310_日产_日产 日产帕拉丁 2006款 2.4L 两驱标准型/16_ada0f2b7d1.jpg,album_ocr:very_high:gray:rot0,,
311,丰田 凯美瑞 2007款 240G 豪华版,LVGBE40KX8G203576,data/qxb-photos/row-0311_丰田_丰田 凯美瑞 2007款 240G 豪华版/16_68667cb278.jpg,album_ocr:very_high:gray:rot0,,
312,日产 日产帕拉丁 2008款 2.4L 两驱标准型,LJNMEW1G78N007697,data/qxb-photos/row-0312_日产_日产 日产帕拉丁 2008款 2.4L 两驱标准型/16_24d82dbe5d.jpg,album_ocr:very_high:gray:rot0,,
313,丰田 锐志 2006款 2.5V,LFMBE22D660038778,data/qxb-photos/row-0313_丰田_丰田 锐志 2006款 2.5V/16_aeb3573809.jpg,album_ocr:very_high:gray:rot0,,
314,丰田 锐志 2007款 2.5V 天窗导航版,LFMBE20D270107468,data/qxb-photos/row-0314_丰田_丰田 锐志 2007款 2.5V 天窗导航版/16_fe367e8408.jpg,album_ocr:very_high:gray:rot0,,
316,本田 思域 2008款 1.8L 手动纪念经典版,LVHFA152685019795,data/qxb-photos/row-0316_本田_本田 思域 2008款 1.8L 手动纪念经典版/16_3aac91a2f7.jpg,album_ocr:very_high:gray:rot0,,
317,现代 悦动 2008款 1.6L AT GLS,LBEHDAFB79Y189912,data/qxb-photos/row-0317_现代_现代 悦动 2008款 1.6L AT GLS/16_eecbbec45e.jpg,album_ocr:very_high:gray:rot0,,
319,日产 天籁 2008款 2.5L XL领先版,LGBF1DE008R113017,data/qxb-photos/row-0319_日产_日产 天籁 2008款 2.5L XL领先版/16_6d720b188a.jpg,album_ocr:very_high:gray:rot0,,
320,日产 颐达 2008款 1.6L 自动智能型,LGBG12E009Y615459,data/qxb-photos/row-0320_日产_日产 颐达 2008款 1.6L 自动智能型/16_ccf25abb46.jpg,album_ocr:very_high:gray:rot0,,
321,本田 本田CR-V 2007款 2.4L 自动四驱豪华版,LVHRE487195014810,data/qxb-photos/row-0321_本田_本田 本田CR-V 2007款 2.4L 自动四驱豪华版/16_d34db060d7.jpg,album_ocr:very_high:gray:rot0,,
323,现代 胜达经典 2011款 2.4L 至尊版 七座四驱,KMHSH81B6AU606263,data/qxb-photos/row-0323_现代_现代 胜达经典 2011款 2.4L 至尊版 七座四驱/16_24bc39d2ca.jpg,album_ocr:very_high:gray:rot0,,
324,本田 思域 2009款 1.8L 自动豪华版,LVHFA165095044220,data/qxb-photos/row-0324_本田_本田 思域 2009款 1.8L 自动豪华版/16_528ff1976e.jpg,album_ocr:very_high:gray:rot0,,
325,本田 本田CR-V 2005款 2.0L 手动,LVHRD574565010903,data/qxb-photos/row-0325_本田_本田 本田CR-V 2005款 2.0L 手动/16_b4315cbe89.jpg,album_ocr:very_high:gray:rot0,,
326,起亚 狮跑 2011款 2.0L 自动两驱版GL,LJDFAA144B0179983,data/qxb-photos/row-0326_起亚_起亚 狮跑 2011款 2.0L 自动两驱版GL/16_5073f8453f.jpg,album_ocr:very_high:gray:rot0,,
327,现代 胜达经典 2010款 2.4 至尊版 七座四驱,KMHSH81B9AU632937,data/qxb-photos/row-0327_现代_现代 胜达经典 2010款 2.4 至尊版 七座四驱/17_dd960a75d9.jpg,album_ocr:very_high:gray:rot0,,
328,奔驰 奔驰E级(进口) 2010款 E 200 CGI 优雅型,WDDHF4JB3AA223272,data/qxb-photos/row-0328_奔驰_奔驰 奔驰E级(进口) 2010款 E 200 CGI 优雅型/16_ebf42b01a1.jpg,album_ocr:very_high:gray:rot0,,
329,本田 思铂睿 2009款 2.4L 豪华版,A7L4YV7SESW1MAE44,data/qxb-photos/row-0329_本田_本田 思铂睿 2009款 2.4L 豪华版/15_99fa87df94.jpg,album_ocr:compact:contrast:rot0,,
330,现代 北京现代ix35 2010款 2.0L 手动两驱新锐版GL,LBELMBJBXBY152267,data/qxb-photos/row-0330_现代_现代 北京现代ix35 2010款 2.0L 手动两驱新锐版GL/16_04906a80a1.jpg,album_ocr:very_high:gray:rot0,,
331,现代 悦动 2008款 1.6L AT GLS,LBEHDAFB49Y190807,data/qxb-photos/row-0331_现代_现代 悦动 2008款 1.6L AT GLS/16_cfd846967d.jpg,album_ocr:very_high:gray:rot0,,
332,奔驰 唯雅诺(进口) 2006款 Viano 3.2L,WD4WA582683453226,data/qxb-photos/row-0332_奔驰_奔驰 唯雅诺(进口) 2006款 Viano 3.2L/16_cdf17cde9e.jpg,album_ocr:very_high:gray:rot0,,
333,现代 维拉克斯 2012款 3.8L 豪华版,KMHNU81C4DU203470,data/qxb-photos/row-0333_现代_现代 维拉克斯 2012款 3.8L 豪华版/16_36c775e613.jpg,album_ocr:very_high:gray:rot0,,
335,现代 胜达经典 2010款 2.4 至尊版 七座四驱,KMHSH81B9AU632937,data/qxb-photos/row-0335_现代_现代 胜达经典 2010款 2.4 至尊版 七座四驱/16_a26881c1e9.jpg,album_ocr:very_high:gray:rot0,,
337,起亚 起亚K2 2012款 两厢 1.6L AT Premium,LJDLAA123C0014588,data/qxb-photos/row-0337_起亚_起亚 起亚K2 2012款 两厢 1.6L AT Premium/16_a8539583d9.jpg,album_ocr:very_high:gray:rot0,,
339,丰田 RAV4荣放 2009款 2.4L 自动豪华版,LFMJW30F690027951,data/qxb-photos/row-0339_丰田_丰田 RAV4荣放 2009款 2.4L 自动豪华版/16_f38fc5b719.jpg,album_ocr:very_high:gray:rot0,,
340,铃木 北斗星 2012款 创业版 1.0L 手动超越型,LVFAB2AB3CG076836,data/qxb-photos/row-0340_铃木_铃木 北斗星 2012款 创业版 1.0L 手动超越型/16_8dd4f7e63c.jpg,album_ocr:very_high:gray:rot0,,
342,丰田 花冠 2007款 1.6L 手动G,LFMAP22C880083382,data/qxb-photos/row-0342_丰田_丰田 花冠 2007款 1.6L 手动G/16_2542b404e8.jpg,album_ocr:very_high:gray:rot0,,
343,丰田 雅力士 2011款 1.6E 自动魅动版,LVGCU9235CG091255,data/qxb-photos/row-0343_丰田_丰田 雅力士 2011款 1.6E 自动魅动版/16_29ecdf9c27.jpg,album_ocr:very_high:gray:rot0,,
344,现代 索纳塔 2011款 2.0L 自动顶级版,LBEYFAKC4BY063263,data/qxb-photos/row-0344_现代_现代 索纳塔 2011款 2.0L 自动顶级版/16_6291cca4a8.jpg,album_ocr:very_high:gray:rot0,,
345,起亚 福瑞迪 2011款 1.6L MT GL,LJDGAA226A0150615,data/qxb-photos/row-0345_起亚_起亚 福瑞迪 2011款 1.6L MT GL/16_5e029df642.jpg,album_ocr:very_high:gray:rot0,,
346,日产 骐达TIIDA 2008款 1.6L 自动智能型,LGBG22E058Y139804,data/qxb-photos/row-0346_日产_日产 骐达TIIDA 2008款 1.6L 自动智能型/16_194b38f4cb.jpg,album_ocr:very_high:gray:rot0,,
347,本田 思铂睿 2009款 2.4L 豪华版,LVHCU2626A5017260,data/qxb-photos/row-0347_本田_本田 思铂睿 2009款 2.4L 豪华版/16_61d20cdae1.jpg,album_ocr:very_high:gray:rot0,,
348,丰田 威驰 2008款 1.6L GL-i 特别纪念版 AT,LFMAP90A390038796,data/qxb-photos/row-0348_丰田_丰田 威驰 2008款 1.6L GL-i 特别纪念版 AT/16_674e4ae373.jpg,album_ocr:very_high:gray:rot0,,
349,丰田 花冠 2010款 1.6L 自动经典版,LFMAP22C7A0220348,data/qxb-photos/row-0349_丰田_丰田 花冠 2010款 1.6L 自动经典版/16_956286d12f.jpg,album_ocr:very_high:gray:rot0,,
351,丰田 凯美瑞 2007款 240G NAVI 豪华导航版,LVGBE42K87G083532,data/qxb-photos/row-0351_丰田_丰田 凯美瑞 2007款 240G NAVI 豪华导航版/16_4ee744869e.jpg,album_ocr:very_high:gray:rot0,,
352,起亚 起亚K2 2012款 三厢 1.6L AT Premium纪念版,LJDLAA224D0229090,data/qxb-photos/row-0352_起亚_起亚 起亚K2 2012款 三厢 1.6L AT Premium纪念版/16_803518836a.jpg,album_ocr:very_high:gray:rot0,,
353,本田 思域 2008款 1.8L 自动纪念豪华版,LVHFA164685020834,data/qxb-photos/row-0353_本田_本田 思域 2008款 1.8L 自动纪念豪华版/16_0e07408f57.jpg,album_ocr:very_high:gray:rot0,,
354,日产 天籁 2008款 公爵 2.5L XV尊雅版,LGBF1DE0X9R189667,data/qxb-photos/row-0354_日产_日产 天籁 2008款 公爵 2.5L XV尊雅版/16_b47578a812.jpg,album_ocr:very_high:gray:rot0,,
359,本田 雅阁 2008款 2.0L EX,LHGCP168098015887,data/qxb-photos/row-0359_本田_本田 雅阁 2008款 2.0L EX/16_87e5c63fdf.jpg,album_ocr:very_high:gray:rot0,,
360,铃木 天语 SX4 2008款 三厢 1.6L 手动豪华天窗版,AANWWSAYLSMYSAYAP,data/qxb-photos/row-0360_铃木_铃木 天语 SX4 2008款 三厢 1.6L 手动豪华天窗版/15_db9a7d3f77.jpg,album_ocr:compact:contrast:rot0,,
361,现代 北京现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,LBELMBKCXDY297870,data/qxb-photos/row-0361_现代_现代 北京现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV/16_3ab53e3e47.jpg,album_ocr:very_high:gray:rot0,,
362,日产 逍客 2008款 20X雷 CVT 2WD,LGBL2AE039Y022829,data/qxb-photos/row-0362_日产_日产 逍客 2008款 20X雷 CVT 2WD/16_b62eeb3477.jpg,album_ocr:very_high:gray:rot0,,
366,本田 本田CR-V 2007款 2.4L 自动四驱豪华版,LVHRE487895021883,data/qxb-photos/row-0366_本田_本田 本田CR-V 2007款 2.4L 自动四驱豪华版/16_1ab1cd9559.jpg,album_ocr:very_high:gray:rot0,,
367,日产 天籁 2008款 2.5L XL领先版,LGBF1DE079R203735,data/qxb-photos/row-0367_日产_日产 天籁 2008款 2.5L XL领先版/16_ba9586a381.jpg,album_ocr:very_high:gray:rot0,,
368,奔驰 奔驰C级 2010款 C 180K 经典型,LE4GF4FB9AL114439,data/qxb-photos/row-0368_奔驰_奔驰 奔驰C级 2010款 C 180K 经典型/16_e2801754b9.jpg,album_ocr:very_high:gray:rot0,,
369,起亚 秀尔 2012款 1.6L AT Premium,LJDHAA125B0029775,data/qxb-photos/row-0369_起亚_起亚 秀尔 2012款 1.6L AT Premium/16_b6242303aa.jpg,album_ocr:very_high:gray:rot0,,
370,奔驰 奔驰E级 2006款 E 350 优雅型,LE4FTM8L57L005544,data/qxb-photos/row-0370_奔驰_奔驰 奔驰E级 2006款 E 350 优雅型/17_4169a8bc4d.jpg,album_ocr:very_high:gray:rot0,,
371,日产 轩逸 2009款 1.6XL 手动豪华天窗版,LGBH12E24BY085010,data/qxb-photos/row-0371_日产_日产 轩逸 2009款 1.6XL 手动豪华天窗版/16_f4a386166a.jpg,album_ocr:very_high:gray:rot0,,
372,本田 本田CR-V 2012款 2.0L 四驱经典版,LVHRM2839C5012640,data/qxb-photos/row-0372_本田_本田 本田CR-V 2012款 2.0L 四驱经典版/16_fef42d84ac.jpg,album_ocr:very_high:gray:rot0,,
373,日产 逍客 2011款 2.0XL 火 6MT 2WD,LGBL2AE24BS002664,data/qxb-photos/row-0373_日产_日产 逍客 2011款 2.0XL 火 6MT 2WD/16_772854e921.jpg,album_ocr:very_high:gray:rot0,,
374,起亚 霸锐 2008款 3.8L 豪华版 国IV,KNAKN8112B5059246,data/qxb-photos/row-0374_起亚_起亚 霸锐 2008款 3.8L 豪华版 国IV/16_b0bf1e8102.jpg,album_ocr:very_high:gray:rot0,,
376,丰田 卡罗拉 2007款 1.8L 手动GLX-i,WSA5ZRE152LGEFGKC,data/qxb-photos/row-0376_丰田_丰田 卡罗拉 2007款 1.8L 手动GLX-i/16_bff03b9068.jpg,album_ocr:high:contrast:rot0,,
377,起亚 霸锐 2008款 3.8L 豪华版 国IV,KNAKN8112C5090465,data/qxb-photos/row-0377_起亚_起亚 霸锐 2008款 3.8L 豪华版 国IV/16_4b6115635d.jpg,album_ocr:very_high:gray:rot0,,
378,日产 骐达TIIDA 2005款 1.6GE AT,LGBG22E035Y005000,data/qxb-photos/row-0378_日产_日产 骐达TIIDA 2005款 1.6GE AT/16_ed75c5bb8b.jpg,album_ocr:very_high:gray:rot0,,
379,本田 雅阁 2008款 2.4L EX,LHGCP267488021039,data/qxb-photos/row-0379_本田_本田 雅阁 2008款 2.4L EX/16_b4aa4da2ea.jpg,album_ocr:very_high:gray:rot0,,
381,三菱 ASX劲炫(进口) 2011款 2.0四驱劲酷版,JE3AP59U0BZ006070,data/qxb-photos/row-0381_三菱_三菱 ASX劲炫(进口) 2011款 2.0四驱劲酷版/17_2f05bc01d2.jpg,album_ocr:very_high:gray:rot0,,
382,丰田 威驰 2005款 1.5L GL-i AT,LTVBA423450102896,data/qxb-photos/row-0382_丰田_丰田 威驰 2005款 1.5L GL-i AT/16_d8165ad301.jpg,album_ocr:very_high:gray:rot0,,
383,丰田 雅力士 2008款 1.6RS 自动至尊锐动版,LVGCV90398G006294,data/qxb-photos/row-0383_丰田_丰田 雅力士 2008款 1.6RS 自动至尊锐动版/16_70c49cc7f8.jpg,album_ocr:very_high:gray:rot0,,
384,铃木 超级维特拉 2008款 2.4 AT JLX 5门版,JS3TD04V684100018,data/qxb-photos/row-0384_铃木_铃木 超级维特拉 2008款 2.4 AT JLX 5门版/16_85c4c62e77.jpg,album_ocr:high:contrast:rot0,,
385,起亚 索兰托 2009款 2.4L 豪华版,KNAKU8110C5205468,data/qxb-photos/row-0385_起亚_起亚 索兰托 2009款 2.4L 豪华版/16_ebb0b2e161.jpg,album_ocr:very_high:gray:rot0,,
386,日产 逍客 2008款 20XV龙 CVT 4WD,LGBL2AE049Y038697,data/qxb-photos/row-0386_日产_日产 逍客 2008款 20XV龙 CVT 4WD/16_e8df73c8e1.jpg,album_ocr:very_high:gray:rot0,,
387,本田 本田CR-V 2007款 2.4L 自动四驱豪华版,LVHRE487695049116,data/qxb-photos/row-0387_本田_本田 本田CR-V 2007款 2.4L 自动四驱豪华版/16_ad4ccd50ef.jpg,album_ocr:very_high:gray:rot0,,
388,本田 雅阁 2006款 2.0L 标准版,LHGCM462162011416,data/qxb-photos/row-0388_本田_本田 雅阁 2006款 2.0L 标准版/17_cc717eed23.jpg,album_ocr:very_high:gray:rot0,,
389,本田 雅阁 2010款 2.4L LX,LHGCP264X98005094,data/qxb-photos/row-0389_本田_本田 雅阁 2010款 2.4L LX/16_51a317ed14.jpg,album_ocr:very_high:gray:rot0,,
390,三菱 欧蓝德 2019款 2.4L 四驱致享版 7座 国V,BFM1TSUB1SHTKYAR7,data/qxb-photos/row-0390_三菱_三菱 欧蓝德 2019款 2.4L 四驱致享版 7座 国V/13_96414c697e.jpg,album_ocr:review:contrast:rot0,,
392,现代 北京现代ix35 2010款 2.0L 自动两驱精英版GLS,LBELMBKC2BY085106,data/qxb-photos/row-0392_现代_现代 北京现代ix35 2010款 2.0L 自动两驱精英版GLS/16_55bc9dd0c0.jpg,album_ocr:very_high:gray:rot0,,
394,本田 雅阁 2008款 2.4L EX,LHGCP267188028594,data/qxb-photos/row-0394_本田_本田 雅阁 2008款 2.4L EX/16_a73c9f3885.jpg,album_ocr:very_high:gray:rot0,,
395,奔驰 奔驰M级 2006款 ML 350 尊贵型,WDCBB86E35A047037,data/qxb-photos/row-0395_奔驰_奔驰 奔驰M级 2006款 ML 350 尊贵型/16_3f29e886a7.jpg,album_ocr:very_high:gray:rot0,,
398,现代 胜达经典 2012款 2.4 舒适版 七座四驱,KMHSH81B4BU778034,data/qxb-photos/row-0398_现代_现代 胜达经典 2012款 2.4 舒适版 七座四驱/16_2693f29544.jpg,album_ocr:very_high:gray:rot0,,
399,起亚 狮跑 2011款 2.0L 自动两驱版GL,LJDFAA144B0179983,data/qxb-photos/row-0399_起亚_起亚 狮跑 2011款 2.0L 自动两驱版GL/18_7374580cf7.jpg,album_ocr:very_high:gray:rot0,,
401,丰田 花冠 2010款 1.6L 自动经典版,LFMAP22C7A0220348,data/qxb-photos/row-0401_丰田_丰田 花冠 2010款 1.6L 自动经典版/16_9838a4597a.jpg,album_ocr:very_high:gray:rot0,,
402,现代 北京现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,LBELMBKCXDY297870,data/qxb-photos/row-0402_现代_现代 北京现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV/16_d97f2c582f.jpg,album_ocr:very_high:gray:rot0,,
403,日产 逍客 2008款 20X雷 CVT 2WD,LGBL2AE039Y022829,data/qxb-photos/row-0403_日产_日产 逍客 2008款 20X雷 CVT 2WD/16_f03e148ab0.jpg,album_ocr:very_high:gray:rot0,,
404,现代 胜达经典 2011款 2.4L 舒适版 七座四驱,KMHSH81B8BU702039,data/qxb-photos/row-0404_现代_现代 胜达经典 2011款 2.4L 舒适版 七座四驱/19_bd38fbd7b3.jpg,album_ocr:very_high:gray:rot0,,
406,日产 奇骏 2010款 2.5L CVT旗舰版 4WD,LGBM2DE46AS006057,data/qxb-photos/row-0406_日产_日产 奇骏 2010款 2.5L CVT旗舰版 4WD/20_0695162966.jpg,album_ocr:very_high:gray:rot0,,
407,奔驰 奔驰C级 2008款 C 200K 标准型,LE4FTL8Y98L020572,data/qxb-photos/row-0407_奔驰_奔驰 奔驰C级 2008款 C 200K 标准型/16_ae236fed37.jpg,album_ocr:very_high:gray:rot0,,
408,日产 阳光 2011款 1.5XE 手动舒适版,LGBP12E26DY171448,data/qxb-photos/row-0408_日产_日产 阳光 2011款 1.5XE 手动舒适版/16_bb70bb2b37.jpg,album_ocr:very_high:gray:rot0,,
409,现代 胜达经典 2009款 2.7 豪华型,KMHSH81D99U469770,data/qxb-photos/row-0409_现代_现代 胜达经典 2009款 2.7 豪华型/16_326684309f.jpg,album_ocr:very_high:gray:rot0,,
110,本田 本田CR-V 2010款 2.4L 自动四驱尊贵版,LVHRE4803A5010362,data/qxb-photos/row-0110_本田_本田 本田CR-V 2010款 2.4L 自动四驱尊贵版/19_466567e336.jpg,ceo_confirmed:photo19,,
410,现代 胜达经典 2011款 2.4L 至尊版 七座四驱,KMHSH81B7AU660347,data/qxb-photos/row-0410_现代_现代 胜达经典 2011款 2.4L 至尊版 七座四驱/16_3c56dce500.jpg,album_ocr:very_high:gray:rot0,,
411,奔驰 奔驰B级 2009款 B 200 时尚型,WDDFH3DB7BJ681566,data/qxb-photos/row-0411_奔驰_奔驰 奔驰B级 2009款 B 200 时尚型/16_563bce88ca.jpg,album_ocr:very_high:gray:rot0,,
412,本田 思铂睿 2009款 2.4L 尊贵导航版,LVHCU2664A5001187,data/qxb-photos/row-0412_本田_本田 思铂睿 2009款 2.4L 尊贵导航版/10_544c4cee91.jpg,album_ocr:very_high:gray:rot0,,
413,奔驰 奔驰M级 2008款 ML 350 4MATIC豪华型,WDCBB86E69A528079,data/qxb-photos/row-0413_奔驰_奔驰 奔驰M级 2008款 ML 350 4MATIC豪华型/16_e2fc2b26e0.jpg,album_ocr:very_high:gray:rot0,,
414,起亚 狮跑 2011款 2.0L 自动两驱版GLS,LJDFAA143A0132796,data/qxb-photos/row-0414_起亚_起亚 狮跑 2011款 2.0L 自动两驱版GLS/17_f088460f13.jpg,album_ocr:very_high:gray:rot0,,
415,起亚 霸锐 2008款 3.8L 豪华版 国IV,KNAKN8116C5090310,data/qxb-photos/row-0415_起亚_起亚 霸锐 2008款 3.8L 豪华版 国IV/16_6bd3645b19.jpg,album_ocr:very_high:gray:rot0,,
416,起亚 福瑞迪 2011款 1.6L MT GLS,A226B0180148FRURW,data/qxb-photos/row-0416_起亚_起亚 福瑞迪 2011款 1.6L MT GLS/16_ea2d1071c0.jpg,album_ocr:compact:contrast:rot0,,
